date,close,volume,open,high,low
19-01-2017,62.3,18438530,62.24,62.98,62.195
18-01-2017,62.5,19666750,62.67,62.7,62.12
17-01-2017,62.53,20662940,62.68,62.7,62.03
13-01-2017,62.7,19421370,62.62,62.865,62.35
12-01-2017,62.61,20965490,63.06,63.4,61.95
11-01-2017,63.19,21503740,62.61,63.23,62.43
10-01-2017,62.62,18587170,62.73,63.07,62.28
09-01-2017,62.64,20374410,62.76,63.08,62.54
06-01-2017,62.84,19899270,62.3,63.15,62.04
05-01-2017,62.3,24866880,62.19,62.66,62.03
04-01-2017,62.3,21325140,62.48,62.75,62.12
03-01-2017,62.58,20655190,62.79,62.84,62.125
30-12-2016,62.14,25575720,62.96,62.99,62.03
29-12-2016,62.9,10248460,62.86,63.2,62.73
28-12-2016,62.99,14348340,63.4,63.4,62.83
27-12-2016,63.28,11743650,63.21,64.07,63.21
23-12-2016,63.24,12399540,63.45,63.54,62.8
22-12-2016,63.55,22175270,63.84,64.1,63.405
21-12-2016,63.54,17084370,63.43,63.7,63.12
20-12-2016,63.54,26017470,63.69,63.8,63.025
19-12-2016,63.62,34318500,62.56,63.77,62.42
16-12-2016,62.3,42452660,62.95,62.95,62.115
15-12-2016,62.58,27661180,62.7,63.1535,62.3
14-12-2016,62.68,30335770,63,63.45,62.53
13-12-2016,62.98,35072050,62.5,63.42,62.24
12-12-2016,62.17,20186390,61.82,62.3,61.72
09-12-2016,61.97,27337160,61.18,61.99,61.125
08-12-2016,61.01,21201400,61.3,61.58,60.84
07-12-2016,61.37,30807320,60.01,61.38,59.8
06-12-2016,59.95,19966340,60.43,60.46,59.8
05-12-2016,60.22,23552030,59.7,60.585,59.56
02-12-2016,59.25,25464230,59.08,59.47,58.8
01-12-2016,59.2,34518030,60.11,60.15,58.935
30-11-2016,60.26,34641520,60.86,61.18,60.215
29-11-2016,61.09,22365860,60.65,61.41,60.52
28-11-2016,60.61,20604370,60.34,61.02,60.21
25-11-2016,60.53,8409616,60.3,60.53,60.13
23-11-2016,60.4,21847500,61.01,61.1,60.25
22-11-2016,61.12,23205870,60.98,61.26,60.805
21-11-2016,60.86,19638240,60.5,60.97,60.42
18-11-2016,60.35,27210170,60.78,61.14,60.3
17-11-2016,60.64,32084890,60.41,60.95,59.965
16-11-2016,59.65,27329530,58.94,59.66,58.81
15-11-2016,58.87,35850360,58.33,59.49,58.315
14-11-2016,58.12,41248640,59.02,59.08,57.28
11-11-2016,59.02,35932400,58.23,59.116,58.01
10-11-2016,58.7,57770560,60.48,60.49,57.6302
09-11-2016,60.17,49588490,60,60.59,59.2
08-11-2016,60.47,22923800,60.55,60.78,60.15
07-11-2016,60.42,31652340,59.78,60.52,59.78
04-11-2016,58.71,28693430,58.65,59.28,58.52
03-11-2016,59.21,21448620,59.53,59.64,59.11
02-11-2016,59.43,22118490,59.82,59.93,59.3
01-11-2016,59.8,24474870,59.97,60.02,59.25
31-10-2016,59.92,26418340,60.16,60.42,59.92
28-10-2016,59.87,33569190,60.01,60.52,59.58
27-10-2016,60.1,28444550,60.61,60.83,60.09
26-10-2016,60.63,29908240,60.81,61.2,60.47
25-10-2016,60.99,35119480,60.85,61.3699,60.8
24-10-2016,61,54039610,59.94,61,59.93
21-10-2016,59.66,80008400,60.28,60.45,59.485
20-10-2016,57.25,48880910,57.5,57.52,56.66
19-10-2016,57.53,22840410,57.47,57.84,57.395
18-10-2016,57.66,18862790,57.53,57.945,57.41
17-10-2016,57.22,23829490,57.36,57.46,56.87
14-10-2016,57.42,27221480,57.12,57.74,57.12
13-10-2016,56.92,25217590,56.7,57.3,56.315
12-10-2016,57.11,22157100,57.11,57.27,56.4
11-10-2016,57.19,26483780,57.89,58.02,56.89
10-10-2016,58.04,18085830,57.91,58.39,57.87
07-10-2016,57.8,20062440,57.85,57.98,57.42
06-10-2016,57.74,16194470,57.74,57.86,57.28
05-10-2016,57.64,16708620,57.29,57.9601,57.26
04-10-2016,57.24,20061950,57.27,57.595,56.97
